web-scraper-order;web-scraper-start-url;etat;marque;annee;boite_vitesse;adresse;prix;Image_Lien
1707774155-1;https://www.expat-dakar.com/voitures?page=50;Venant;Kia;2016;Manuelle;"Mamelles,
Dakar";9 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9290a19c17109316c719f939c4286e69/-/horizon-files-prod/ed/picture/qj4rwgg8/8491c4bf68508058f342f7cedf146a2438e863da.jpg
1707774155-2;https://www.expat-dakar.com/voitures?page=50;D'occasion;Ford;2013;Automatique;"VDN,
Dakar";4 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d9c2ddc9bdca60355c5b2be2304c6fa/-/horizon-files-prod/ed/picture/qj4r7djr/2a701092a3328bcfee25ea3505002ed581927ca4.jpg
1707774155-3;https://www.expat-dakar.com/voitures?page=50;;;;;;;
1707774155-4;https://www.expat-dakar.com/voitures?page=50;D'occasion;Jeep;2014;Automatique;"Almadies,
Dakar";27 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/6f54ecfe8f46e7477dd858747bb8dfc6/-/horizon-files-prod/ed/picture/qxj2ev6w/e68e62adedd120db5f26cadc3b383c6ff8c288db.jpg
1707774155-5;https://www.expat-dakar.com/voitures?page=50;D'occasion;Jeep;2009;Automatique;"Saly Portudal,
Thiès";10 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ada23882565618f87bf244a18caf35f2/-/horizon-files-prod/ed/picture/qxj2kerz/acf6ceed29c1e33ad0535eb516db3b9dafd0cf47.jpg
1707774155-6;https://www.expat-dakar.com/voitures?page=50;D'occasion;Range Rover;2013;Automatique;"Rufisque,
Dakar";10 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc927c23b5ab7d8e4c3e79e111f194c2/-/horizon-files-prod/ed/picture/qngxwzv0/1561ad0262aba7a0f658cfe4fa0c69862da77ee7.jpg
1707774155-7;https://www.expat-dakar.com/voitures?page=50;Neuf;Chevrolet;2015;Automatique;"Cité Damel,
Dakar";8 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4541b7b10c85327c948c04d12b2598a/-/horizon-files-prod/ed/picture/qngxnpj9/47b3927cd6a79d21039a8c416e00c83946bb8dda.jpg
1707774155-8;https://www.expat-dakar.com/voitures?page=50;Neuf;Kia;2016;Automatique;"Cité Damel,
Dakar";12 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/71a8b6d0298023e2c1a0b360ccd497f6/-/horizon-files-prod/ed/picture/qgq9k5g0/3cf8df6638fd22bdb8888778d656793b6d40387d.jpg
1707774155-9;https://www.expat-dakar.com/voitures?page=50;Venant;Dacia;2015;Manuelle;"Plateau,
Dakar";6 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d0160a219d09ec0c1058ec3aaf39b1f/-/horizon-files-prod/ed/picture/qrzv4648/ec2f5fdfedc71510f083ffd45df8931f2403150e.jpg
1707774155-10;https://www.expat-dakar.com/voitures?page=50;Venant;Ssangyong;2016;Manuelle;"Plateau,
Dakar";8 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf325fc0dac73c61babba965ab2e9a8b/-/horizon-files-prod/ed/picture/qm5pkpe6/b98c6199467d3f07dc6c7d3ed4d48d8f250d7575.jpg
1707774155-11;https://www.expat-dakar.com/voitures?page=50;D'occasion;Ford;2013;Automatique;"Mamelles,
Dakar";3 300 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0ad66835637370685677295b37bfe2e/-/horizon-files-prod/ed/picture/qenqmrd6/868a69cdea021ed03de80eca4cde3e6b2db5f5d6.jpg
1707774155-12;https://www.expat-dakar.com/voitures?page=50;D'occasion;Nissan;2017;Automatique;"Djily mbaye,
Dakar";3 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e7a693f831242d209b63c5e222f8779/-/horizon-files-prod/ed/picture/q8v52mqz/efe4a0da2144ceb6ac455e16f379d50e12729ffe.png
1707774155-13;https://www.expat-dakar.com/voitures?page=50;D'occasion;Hyundai;2015;Automatique;"Plateau,
Dakar";5 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f4578f58f6babb5c8edaf6f789c3465/-/horizon-files-prod/ed/picture/q8v52046/e5d99cacac9e3d678783dced9bca6fab90aaacb3.jpg
1707774161-14;https://www.expat-dakar.com/voitures?page=49;Venant;Hyundai;2017;Automatique;"Mamelles,
Dakar";6 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9474d800513bbe2bfdae18166a5ed5a1/-/horizon-files-prod/ed/picture/qrzv0rqn/99bd67736bc326004255408360678aab0d4c0e40.jpg
1707774161-15;https://www.expat-dakar.com/voitures?page=49;Venant;Mercedes-Benz;2020;Automatique;"Virage,
Dakar";21 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/1fb650347a5bf515a7c842b3db200b3d/-/horizon-files-prod/ed/picture/q0gw0e9m/ae4a7e0f75dbf8c7b5145d318bc95a09df7cb489.jpg
1707774161-16;https://www.expat-dakar.com/voitures?page=49;;;;;;;
1707774161-17;https://www.expat-dakar.com/voitures?page=49;Venant;Mitsubishi;2017;Automatique;"Sicap Liberté,
Dakar";8 750 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7d3be054e7744924d5b309c7b718ec6/-/horizon-files-prod/ed/picture/q56x24vr/471ab8787cb2a13fa8a338fa16e57dc5240580b6.jpg
1707774161-18;https://www.expat-dakar.com/voitures?page=49;D'occasion;Peugeot;2011;Manuelle;"Guediawaye,
Dakar";3 300 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9de7a61241c421979bcc4ea66e00de43/-/horizon-files-prod/ed/picture/q6xk2njv/90e62cd6b5c265e7d9e5802321991082ee248dfc.jpg
1707774161-19;https://www.expat-dakar.com/voitures?page=49;Neuf;Mercedes-Benz;2020;Automatique;"Cité Damel,
Dakar";54 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f1b8617799c7976ae1294f82cefa4a8/-/horizon-files-prod/ed/picture/q785rrqg/d220f6730c1e4bcea6dd48567fdc73e87d09d507.jpg
1707774161-20;https://www.expat-dakar.com/voitures?page=49;Neuf;BMW;2020;Automatique;"Cité Damel,
Dakar";36 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/c11e2b7527f178fcdd3ca450291501f2/-/horizon-files-prod/ed/picture/qpd6g772/614e74515e2166501b48d2ea8a9421f1b2ad68c3.jpg
1707774161-21;https://www.expat-dakar.com/voitures?page=49;D'occasion;Jeep;2013;;"Ouest foire,
Dakar";4 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/a75c4e8615bfce69d3237181f0e4e2d1/-/horizon-files-prod/ed/picture/q0gwxn6z/2a8f53d13dcc7dff698121cb6fd2f511876757c9.jpg
1707774161-22;https://www.expat-dakar.com/voitures?page=49;Venant;Peugeot;2016;Manuelle;"Sicap Liberté,
Dakar";6 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b84c608e80489db1f7ec4ac30a4956a/-/horizon-files-prod/ed/picture/q56x29np/acc92272a340d14f089a436ea98459e21a24589f.jpg
1707774161-23;https://www.expat-dakar.com/voitures?page=49;Venant;Kia;2017;Automatique;"Liberte 6 extension,
Dakar";11 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc7a87bc893a9210bf538191e778a468/-/horizon-files-prod/ed/picture/qenqjz8v/c2d73d316c19687cd49476f18cd25142f4548ca9.png
1707774161-24;https://www.expat-dakar.com/voitures?page=49;D'occasion;Peugeot;2013;Manuelle;"Sicap Liberté,
Dakar";3 300 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/0727486cbc16a55c2b34daeb883efb72/-/horizon-files-prod/ed/picture/q6xk2n2v/e3fe0cc2969944e345b1a962e33bf57ff2143c54.jpg
1707774161-25;https://www.expat-dakar.com/voitures?page=49;Venant;Jeep;2021;Automatique;"Almadies 2,
Dakar";45 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4bd11c00e27d4ccd2c570fa420541017/-/horizon-files-prod/ed/picture/q6xk2nzp/20b8f23dd3713e71dc0a09e727f5de61829f16ca.jpg
1707774161-26;https://www.expat-dakar.com/voitures?page=49;D'occasion;Range Rover;2016;Automatique;"Fann,
Dakar";18 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b0726bde0d0d76a56712277116cf814/-/horizon-files-prod/ed/picture/qpd62w0w/7614ee1bb2b8600b8cfa5b0d502105d4d014f7b8.jpg
1707774164-27;https://www.expat-dakar.com/voitures?page=48;Venant;Nissan;2017;Automatique;"Hann maristes,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/af00ba4f17d8ee94e010d69cbcf43541/-/horizon-files-prod/ed/picture/qv4e005x/dbede6fd412b7b3abeaa82172f5e0fb462697daf.jpg
1707774164-28;https://www.expat-dakar.com/voitures?page=48;Venant;Mercedes-Benz;2020;Automatique;"VDN,
Dakar";53 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/25c4e48511d4d213b537537627bdc109/-/horizon-files-prod/ed/picture/qzv4n7dn/30839fd7e42c9affc211dccf57ad1fb24a4a3d63.jpg
1707774164-29;https://www.expat-dakar.com/voitures?page=48;;;;;;;
1707774164-30;https://www.expat-dakar.com/voitures?page=48;Venant;Honda;2023;Automatique;"Cité Damel,
Dakar";30 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/991e22736ec7daf3d07ba029f5b3fa58/-/horizon-files-prod/ed/picture/q56x2dme/82a44b3bc2fe825164e048464965972c3a770a03.jpg
1707774164-31;https://www.expat-dakar.com/voitures?page=48;D'occasion;Ford;2016;Automatique;"Sicap foire,
Dakar";5 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/0fb9d2b8d704c804594afe2cd3fa49c8/-/horizon-files-prod/ed/picture/qq47k9pe/8f12b5858b9509a4726eaf7343d83708907d7a8b.jpg
1707774164-32;https://www.expat-dakar.com/voitures?page=48;Venant;Range Rover;2015;Automatique;"Sicap foire,
Dakar";28 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/5f0317c05c98b054f7230eff6635e0eb/-/horizon-files-prod/ed/picture/q44820er/8f16ab74bcacf0a221b4ee8142ddc7f901a4edbb.jpg
1707774164-33;https://www.expat-dakar.com/voitures?page=48;D'occasion;Jeep;2015;Automatique;"Rufisque,
Dakar";11 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d5de495540ed39d356fa180665b85e9/-/horizon-files-prod/ed/picture/qxj2ngxw/96750ac2dbe511d67a9c66a3bf42133698b9e5eb.png
1707774164-34;https://www.expat-dakar.com/voitures?page=48;Venant;Toyota;2016;Automatique;"Keur Massar,
Dakar";5 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a247e773ac379247e325275cd6eb06d/-/horizon-files-prod/ed/picture/qm5pkm6m/d2d1aef6dc5d7ba2f573e4a76d4935365c6579b5.jpg
1707774164-35;https://www.expat-dakar.com/voitures?page=48;D'occasion;Mitsubishi;2011;Automatique;"Keur Massar,
Dakar";7 990 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/269182a2e3135d6d8bab80ba23dd98cb/-/horizon-files-prod/ed/picture/qv4e5qxw/8b8b884f8f8cc60cdbeda07beea05ce83ddb8957.jpg
1707774164-36;https://www.expat-dakar.com/voitures?page=48;D'occasion;Fiat;2013;Manuelle;"Dalifort,
Dakar";3 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/e3c519f356a324be6209d889362dc575/-/horizon-files-prod/ed/picture/qq478kkj/45425c6e00ea3fbbf278ee9b57616f28d72f17d9.jpg
1707774164-37;https://www.expat-dakar.com/voitures?page=48;D'occasion;Toyota;2019;Manuelle;"Dalifort,
Dakar";11 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/230e9bd96d1a2575e5e43e7e426b8ae4/-/horizon-files-prod/ed/picture/qwe2j8x6/ad00d66ef945e7f080ae1a940ca9e3c3b6f9f726.jpg
1707774164-38;https://www.expat-dakar.com/voitures?page=48;Venant;BMW;2015;Automatique;"Dalifort,
Dakar";12 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/e23f29db75bf91772e2c34fc64c385f9/-/horizon-files-prod/ed/picture/qrzv50wg/71284e784085176e6fda18055b998222281e4f27.jpg
1707774164-39;https://www.expat-dakar.com/voitures?page=48;D'occasion;Kia;2012;Automatique;"Dalifort,
Dakar";4 600 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/99aa0a4c41f29535cec05578e2284d87/-/horizon-files-prod/ed/picture/qenq278x/4bf013ebb5de941af38c2b549ae892e32d19695c.jpg
1707774168-40;https://www.expat-dakar.com/voitures?page=47;D'occasion;Honda;2013;Automatique;"Guediawaye,
Dakar";5 999 999 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/aabeea03f0abc6ad3eaef5230465bd84/-/horizon-files-prod/ed/picture/q56x8j72/3b5e1ca35b8d0f1b613692d3091c13f70f12267d.jpg
1707774168-41;https://www.expat-dakar.com/voitures?page=47;D'occasion;Ford;2013;Automatique;"Keur Massar,
Dakar";4 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/bcc5c627018aee0ccd6fb611f3cb99eb/-/horizon-files-prod/ed/picture/qq47kxkp/42769f959bc3eae511e77d43432cb53d69821f39.jpg
1707774168-42;https://www.expat-dakar.com/voitures?page=47;;;;;;;
1707774168-43;https://www.expat-dakar.com/voitures?page=47;Neuf;BMW;2015;Automatique;"Cité Damel,
Dakar";17 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/1268ffe67e0133d3c5167dbb8a583798/-/horizon-files-prod/ed/picture/qzv409x8/9e76f5fd3bb35a06a10c553c06ec76c22a8d71b2.jpg
1707774168-44;https://www.expat-dakar.com/voitures?page=47;D'occasion;Chevrolet;2012;Automatique;"Cité keur gorgui,
Dakar";3 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/0daf801379f48b58c1e8dfd9c19b01a3/-/horizon-files-prod/ed/picture/qpd65w44/a58a9bd04479717a8d770d7a96b74f744b4f29a5.jpg
1707774168-45;https://www.expat-dakar.com/voitures?page=47;D'occasion;Dacia;2016;Manuelle;"Keur Massar,
Dakar";5 850 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/b4bc016fd28e5c9f9f0b818ffaf6d090/-/horizon-files-prod/ed/picture/qdekzdn2/5cfd6d25b393a52e8592144223384b7f41cfb5fe.jpg
1707774168-46;https://www.expat-dakar.com/voitures?page=47;Venant;Hyundai;2014;Automatique;"Ouest foire,
Dakar";9 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/302cd33eb4e3e948ac546eb7d773e141/-/horizon-files-prod/ed/picture/qq47kwzw/1818f1dd203bedf27976300f99c69f96992bc238.jpg
1707774168-47;https://www.expat-dakar.com/voitures?page=47;D'occasion;Mercedes-Benz;2017;Automatique;"Ouest foire,
Dakar";18 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/753d525dd2497599f7a6e7065d51d912/-/horizon-files-prod/ed/picture/q8v52pep/eeeea207737c239a5edc4ac9a99a5f8019eb79e3.jpg
1707774168-48;https://www.expat-dakar.com/voitures?page=47;D'occasion;Hyundai;2014;Automatique;"Almadies,
Dakar";8 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/6797101759439705a9f3f16eeeceb2dd/-/horizon-files-prod/ed/picture/q0gwx82x/111260c7fc79ad499fed3b295b103f110e69dd4b.jpg
1707774168-49;https://www.expat-dakar.com/voitures?page=47;D'occasion;Volkswagen;2012;Manuelle;"Yoff,
Dakar";2 750 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/b90d574772aec11cf918f6aa0f8eb8f8/-/horizon-files-prod/ed/picture/qwe228ep/9ec231c279492ba6d2193ca6542016f7bbad1e2d.jpg
1707774168-50;https://www.expat-dakar.com/voitures?page=47;Réconditionné;Ford;2016;Automatique;"Yoff,
Dakar";5 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/f46eb70011ff29fde3a004353173060c/-/horizon-files-prod/ed/picture/q5647w8x/d57cc50c72b7654942036c26b37fa9519a57bcad.jpg
1707774168-51;https://www.expat-dakar.com/voitures?page=47;Venant;Mazda;2016;Automatique;"Ndiakhirate,
Dakar";9 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab64dd420af7b3d7474555f5fad1931f/-/horizon-files-prod/ed/picture/qzvd52jq/f1aef25f3be3bc50c611aa2d97b051ae68e8b53c.jpg
1707774168-52;https://www.expat-dakar.com/voitures?page=47;Neuf;Hyundai;2015;Automatique;"Cité Damel,
Dakar";9 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8580fdf31b9372ca655c46e41310c88e/-/horizon-files-prod/ed/picture/qzvdqrvx/11aee66e23ed2c2034a7ca51b2cb8339055b9569.jpg
1707774171-53;https://www.expat-dakar.com/voitures?page=46;D'occasion;Honda;2013;Automatique;"Guediawaye,
Dakar";5 999 999 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/aabeea03f0abc6ad3eaef5230465bd84/-/horizon-files-prod/ed/picture/q56x8j72/3b5e1ca35b8d0f1b613692d3091c13f70f12267d.jpg
1707774171-54;https://www.expat-dakar.com/voitures?page=46;D'occasion;Audi;2016;Automatique;"Mermoz,
Dakar";13 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/72171bc5e2fc0ca9d24fb2d8402d56c8/-/horizon-files-prod/ed/picture/qzvdqje8/3d356585dc34c8d292572483e094c17501b0d4d7.jpg
1707774171-55;https://www.expat-dakar.com/voitures?page=46;;;;;;;
1707774171-56;https://www.expat-dakar.com/voitures?page=46;D'occasion;Hyundai;2018;Automatique;"Fass,
Dakar";12 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/e49f092228a45490865adac57341d3e3/-/horizon-files-prod/ed/picture/qkrgd67n/6a4c6766353c7f85cd0e25624ce7db21a2e31498.jpg
1707774171-57;https://www.expat-dakar.com/voitures?page=46;D'occasion;BMW;2017;Automatique;"Mermoz,
Dakar";11 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/41c1d0be694924e71209beef5da03944/-/horizon-files-prod/ed/picture/qenq2xzv/9251aa72a8646347545351f9227549f2456c72b6.jpg
1707774171-58;https://www.expat-dakar.com/voitures?page=46;D'occasion;Ford;2015;Automatique;"Ouakam,
Dakar";4 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/704854651c0ae5a81f484f403f8989d7/-/horizon-files-prod/ed/picture/qwe29nw4/98e7fc8eb4b613fe7b786a273cefac0d3f2d5f25.jpg
1707774171-59;https://www.expat-dakar.com/voitures?page=46;D'occasion;Mercedes-Benz;2020;Automatique;"Almadies,
Dakar";51 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/2eed63abfcc4253ebd8cd288661d5ff1/-/horizon-files-prod/ed/picture/qwe29npg/d4b276bfff4d1eae2d5320f78d61554767bc8e5c.jpg
1707774171-60;https://www.expat-dakar.com/voitures?page=46;Venant;Jeep;2015;Automatique;"Almadies,
Dakar";13 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c95f92702866962a389f61bd21c2617/-/horizon-files-prod/ed/picture/q9m9w5w0/6001861355014eb87bde74ecaea26b9673e403fa.jpg
1707774171-61;https://www.expat-dakar.com/voitures?page=46;D'occasion;Land Rover;2007;Manuelle;"Virage,
Dakar";3 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c85b4afd936988bf5041cbf22a7a0c9/-/horizon-files-prod/ed/picture/qzvdqrpg/8a1f7deb3c760f2a5c2a500e55808ed840e4ca3b.jpg
1707774171-62;https://www.expat-dakar.com/voitures?page=46;Venant;Volkswagen;2017;Automatique;"Mermoz,
Dakar";8 950 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/94ca83f71db086690158d37f94afdeea/-/horizon-files-prod/ed/picture/qzvdqr66/e8e0aebfdf525987db8031837bc018540a038ca2.jpg
1707774171-63;https://www.expat-dakar.com/voitures?page=46;Neuf;Volkswagen;2018;Automatique;"Cité Damel,
Dakar";30 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/a5e09c415bb85e0070f76bac5404fbeb/-/horizon-files-prod/ed/picture/qq47dee6/b0ef6a8d3690bea6c78279e23e4f93d97d5740b6.jpg
1707774171-64;https://www.expat-dakar.com/voitures?page=46;Neuf;Audi;2017;Automatique;"Cité Damel,
Dakar";30 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/307f844ed50d328d932e9405f40324d5/-/horizon-files-prod/ed/picture/q8v5v2zx/c7b9f2e4c86ae7e1fa8bc6478ada77559fd6702a.jpg
1707774171-65;https://www.expat-dakar.com/voitures?page=46;Neuf;Ford;2019;Automatique;"Cité Damel,
Dakar";10 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b995c22e6211bf16b5b4a68df6ea7b5/-/horizon-files-prod/ed/picture/qxj28g48/012a9105bcbdc2081f20c3181a264cb228077fbf.jpg
1707774175-66;https://www.expat-dakar.com/voitures?page=45;Venant;Hyundai;2017;Automatique;"Mamelles,
Dakar";6 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9474d800513bbe2bfdae18166a5ed5a1/-/horizon-files-prod/ed/picture/qrzv0rqn/99bd67736bc326004255408360678aab0d4c0e40.jpg
1707774175-67;https://www.expat-dakar.com/voitures?page=45;D'occasion;Ford;2013;Automatique;"VDN,
Dakar";4 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d9c2ddc9bdca60355c5b2be2304c6fa/-/horizon-files-prod/ed/picture/qj4r7djr/2a701092a3328bcfee25ea3505002ed581927ca4.jpg
1707774175-68;https://www.expat-dakar.com/voitures?page=45;;;;;;;
1707774175-69;https://www.expat-dakar.com/voitures?page=45;D'occasion;Ford;2013;Automatique;"Mermoz,
Dakar";5 300 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/0bac81eb968b883ee129f51d9094e0ef/-/horizon-files-prod/ed/picture/q8v5294x/15b5e61d58bd3dd60286c9bd063b4143c6b62fd9.jpg
1707774175-70;https://www.expat-dakar.com/voitures?page=45;Venant;Hyundai;2015;Automatique;"Sicap foire,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/e7b852a6a6dfc8b6efbd6b23341d8203/-/horizon-files-prod/ed/picture/qenqmxv5/eb8ffbcf2d1506e3b351b7f1d22ec36fa2e5a6a1.jpg
1707774175-71;https://www.expat-dakar.com/voitures?page=45;Neuf;Lexus;2016;Automatique;"Mermoz,
Dakar";15 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/f64b3d34f1a4ae9d65b2ae54e23ebe4f/-/horizon-files-prod/ed/picture/q0gwz05x/51f948b27c2ebc10f74453a47b466002414f8d88.jpg
1707774175-72;https://www.expat-dakar.com/voitures?page=45;D'occasion;Ford;2013;;"Mermoz,
Dakar";4 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/c2a782ae5efc1a5a476ba2d92b91bb15/-/horizon-files-prod/ed/picture/q785d0wj/0fef5f6602e3923e842d68000a537e103360b1dd.jpg
1707774175-73;https://www.expat-dakar.com/voitures?page=45;D'occasion;Nissan;2013;Automatique;"Gueule-Tapée,
Dakar";3 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ffda0478412df217b29596e5db5f17b1/-/horizon-files-prod/ed/picture/q8v5295x/fc53e762d5720327c48d47d3e59cc03a8199031e.jpg
1707774175-74;https://www.expat-dakar.com/voitures?page=45;Venant;Ford;2016;Automatique;"Sicap foire,
Dakar";15 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/78b52981b5a3ccbe759e9839ce14e737/-/horizon-files-prod/ed/picture/q6xk2vkd/ab5741272a385bec91d88154e6fa4672d07a720f.jpg
1707774175-75;https://www.expat-dakar.com/voitures?page=45;Venant;Hyundai;2015;Automatique;"Sicap foire,
Dakar";8 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/e87d68ba70c20c9f32ccc679e0ba982a/-/horizon-files-prod/ed/picture/qzvdqjdd/663532602c31fa5b9ef406967ba366c490d3cb5d.jpg
1707774175-76;https://www.expat-dakar.com/voitures?page=45;Venant;Hyundai;2015;Automatique;"Sicap foire,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c21ab3e2ea1d8a36ed58d602b08af94/-/horizon-files-prod/ed/picture/qgq9k42m/eb9bdd544b91f2f4eedd35ce8e36c88304eaa669.jpg
1707774175-77;https://www.expat-dakar.com/voitures?page=45;D'occasion;Hyundai;2014;Automatique;"Colobane,
Dakar";8 750 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/158c33a69ffb8189d661a5353921873a/-/horizon-files-prod/ed/picture/qkrgd6wp/8717fd35191aa3e539a22de1dd967320253bfcb7.jpg
1707774175-78;https://www.expat-dakar.com/voitures?page=45;Venant;BMW;2015;Automatique;"Cité Damel,
Dakar";18 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6c373393c827ea0ee8112b05eb4941c/-/horizon-files-prod/ed/picture/qrzv4en9/3500212996ce72271da559a635a06553429e4328.jpg
1707774179-79;https://www.expat-dakar.com/voitures?page=44;Venant;Nissan;2017;Automatique;"Hann maristes,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/af00ba4f17d8ee94e010d69cbcf43541/-/horizon-files-prod/ed/picture/qv4e005x/dbede6fd412b7b3abeaa82172f5e0fb462697daf.jpg
1707774179-80;https://www.expat-dakar.com/voitures?page=44;Venant;Mercedes-Benz;2020;Automatique;"VDN,
Dakar";53 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/25c4e48511d4d213b537537627bdc109/-/horizon-files-prod/ed/picture/qzv4n7dn/30839fd7e42c9affc211dccf57ad1fb24a4a3d63.jpg
1707774179-81;https://www.expat-dakar.com/voitures?page=44;;;;;;;
1707774179-82;https://www.expat-dakar.com/voitures?page=44;D'occasion;Hyundai;2017;Automatique;"Yoff,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/210820a6a971e56f2da9da049a495c25/-/horizon-files-prod/ed/picture/qgq9kdd4/ed125766b45ca3637e18f9cf4bc8b04a9286e4a0.jpg
1707774179-83;https://www.expat-dakar.com/voitures?page=44;Venant;Mazda;2010;Manuelle;"Hlm,
Dakar";3 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/66b7870c7aef4278ff6ef96043141dfd/-/horizon-files-prod/ed/picture/qxj6m7gm/15e8e610703960a111170571cab62973dbc19361.jpg
